Rank,Genre
8396,Sports
8397,Misc
8398,Fighting
8399,Adventure
8400,Action
8401,Sports
8402,Sports
8403,Platform
8404,Misc
8405,Racing
8406,Platform
8407,Role-Playing
8408,Simulation
8409,Misc
8410,Racing
8411,Role-Playing
8412,Action
8413,Fighting
8414,Puzzle
8415,Action
8416,Action
8417,Role-Playing
8418,Role-Playing
8419,Racing
8420,Sports
8421,Racing
8422,Shooter
8423,Strategy
8424,Misc
8425,Adventure
8426,Sports
8427,Misc
8428,Fighting
8429,Role-Playing
8430,Shooter
8431,Shooter
8432,Action
8433,Sports
8434,Action
8435,Shooter
8436,Misc
8437,Misc
8438,Adventure
8439,Misc
8440,Platform
8441,Action
8442,Sports
8443,Action
8444,Action
8445,Role-Playing
8446,Role-Playing
8447,Simulation
8448,Misc
8449,Sports
8450,Action
8451,Sports
8452,Adventure
8453,Simulation
8454,Action
8455,Racing
8456,Role-Playing
8457,Sports
8458,Action
8459,Action
8460,Action
8461,Action
8462,Shooter
8463,Strategy
8464,Role-Playing
8465,Platform
8466,Action
8467,Strategy
8468,Action
8469,Role-Playing
8470,Racing
8471,Role-Playing
8472,Racing
8473,Puzzle
8474,Racing
8475,Role-Playing
8476,Action
8477,Adventure
8478,Shooter
8479,Sports
8480,Role-Playing
8481,Action
8482,Racing
8483,Misc
8484,Shooter
8485,Action
8486,Role-Playing
8487,Action
8488,Sports
8489,Action
8490,Racing
8491,Fighting
8492,Fighting
8493,Action
8494,Action
8495,Shooter
8496,Sports
8497,Platform
8498,Misc
8499,Simulation
8500,Adventure
8501,Action
8502,Action
8503,Racing
8504,Action
8505,Strategy
8506,Action
8507,Action
8508,Simulation
8509,Adventure
8510,Action
8511,Fighting
8512,Adventure
8513,Action
8514,Role-Playing
8515,Action
8516,Role-Playing
8517,Misc
8518,Sports
8519,Sports
8520,Misc
8521,Racing
8522,Strategy
8523,Sports
8524,Racing
8525,Strategy
8526,Simulation
8527,Misc
8528,Sports
8529,Sports
8530,Action
8531,Adventure
8532,Role-Playing
8533,Racing
8534,Misc
8535,Sports
8536,Simulation
8537,Racing
8538,Shooter
8539,Misc
8540,Platform
8541,Action
8542,Puzzle
8543,Misc
8544,Adventure
8545,Action
8546,Action
8547,Platform
8548,Adventure
8549,Strategy
8550,Shooter
8551,Action
8552,Sports
8553,Action
8554,Sports
8555,Adventure
8556,Sports
8557,Platform
8558,Action
8559,Strategy
8560,Role-Playing
8561,Sports
8562,Shooter
8563,Misc
8564,Racing
8565,Fighting
8566,Sports
8567,Fighting
8568,Misc
8569,Strategy
8570,Action
8571,Sports
8572,Fighting
8573,Adventure
8574,Action
8575,Sports
8576,Strategy
8577,Simulation
8578,Sports
8579,Action
8580,Sports
8581,Action
8582,Sports
8583,Fighting
8584,Shooter
8585,Action
8586,Sports
8587,Fighting
8588,Racing
8589,Shooter
8590,Strategy
8591,Racing
8592,Action
8593,Misc
8594,Simulation
8595,Role-Playing
8596,Puzzle
8597,Action
8598,Misc
8599,Simulation
8600,Racing
8601,Simulation
8602,Fighting
8603,Adventure
8604,Role-Playing
8605,Sports
8606,Shooter
8607,Sports
8608,Simulation
8609,Sports
8610,Sports
8611,Adventure
8612,Simulation
8613,Action
8614,Action
8615,Action
8616,Adventure
8617,Role-Playing
8618,Shooter
8619,Sports
8620,Sports
8621,Sports
8622,Misc
8623,Sports
8624,Misc
8625,Racing
8626,Fighting
8627,Sports
8628,Action
8629,Action
8630,Sports
8631,Action
8632,Misc
8633,Action
8634,Fighting
8635,Sports
8636,Adventure
8637,Misc
8638,Strategy
8639,Adventure
8640,Racing
8641,Fighting
8642,Sports
8643,Racing
8644,Racing
8645,Misc
8646,Puzzle
8647,Misc
8648,Action
8649,Adventure
8650,Misc
8651,Sports
8652,Sports
8653,Sports
8654,Shooter
8655,Misc
8656,Misc
8657,Action
8658,Role-Playing
8659,Adventure
8660,Misc
8661,Sports
8662,Sports
8663,Action
8664,Fighting
8665,Shooter
8666,Puzzle
8667,Misc
8668,Adventure
8669,Shooter
8670,Strategy
8671,Sports
8672,Adventure
8673,Strategy
8674,Sports
8675,Fighting
8676,Misc
8677,Misc
8678,Role-Playing
8679,Racing
8680,Misc
8681,Simulation
8682,Action
8683,Action
8684,Racing
8685,Shooter
8686,Racing
8687,Puzzle
8688,Sports
8689,Fighting
8690,Sports
8691,Sports
8692,Shooter
8693,Shooter
8694,Adventure
8695,Role-Playing
8696,Puzzle
8697,Misc
8698,Role-Playing
8699,Action
8700,Action
8701,Action
8702,Misc
8703,Action
8704,Simulation
8705,Misc
8706,Action
8707,Action
8708,Action
8709,Action
8710,Action
8711,Puzzle
8712,Platform
8713,Racing
8714,Action
8715,Sports
8716,Action
8717,Sports
8718,Racing
8719,Misc
8720,Racing
8721,Fighting
8722,Simulation
8723,Fighting
8724,Racing
8725,Sports
8726,Racing
8727,Shooter
8728,Platform
8729,Shooter
8730,Racing
8731,Adventure
8732,Action
8733,Puzzle
8734,Misc
8735,Puzzle
8736,Action
8737,Shooter
8738,Racing
8739,Racing
8740,Sports
8741,Role-Playing
8742,Role-Playing
8743,Platform
8744,Strategy
8745,Sports
8746,Sports
8747,Platform
8748,Adventure
8749,Simulation
8750,Sports
8751,Sports
8752,Racing
8753,Sports
8754,Puzzle
8755,Action
8756,Role-Playing
8757,Racing
8758,Misc
8759,Puzzle
8760,Action
8761,Puzzle
8762,Sports
8763,Sports
8764,Action
8765,Racing
8766,Action
8767,Action
8768,Simulation
8769,Strategy
8770,Action
8771,Action
8772,Misc
8773,Fighting
8774,Platform
8775,Racing
8776,Action
8777,Shooter
8778,Racing
8779,Sports
8780,Misc
8781,Strategy
8782,Shooter
8783,Shooter
8784,Simulation
8785,Adventure
8786,Platform
8787,Sports
8788,Simulation
8789,Racing
8790,Action
8791,Strategy
8792,Role-Playing
8793,Platform
8794,Action
8795,Action
8796,Action
8797,Puzzle
8798,Sports
8799,Sports
8800,Adventure
8801,Misc
8802,Sports
8803,Platform
8804,Action
8805,Sports
8806,Action
8807,Action
8808,Shooter
8809,Action
8810,Action
8811,Fighting
8812,Role-Playing
8813,Action
8814,Action
8815,Puzzle
8816,Action
8817,Sports
8818,Shooter
8819,Adventure
8820,Action
8821,Role-Playing
8822,Puzzle
8823,Sports
8824,Simulation
8825,Action
8826,Platform
8827,Misc
8828,Sports
8829,Misc
8830,Fighting
8831,Role-Playing
8832,Adventure
8833,Shooter
8834,Adventure
8835,Role-Playing
8836,Sports
8837,Sports
8838,Shooter
8839,Action
8840,Misc
8841,Shooter
8842,Fighting
8843,Sports
8844,Role-Playing
8845,Fighting
8846,Action
8847,Action
8848,Action
8849,Misc
8850,Misc
8851,Racing
8852,Role-Playing
8853,Simulation
8854,Sports
8855,Action
8856,Role-Playing
8857,Role-Playing
8858,Simulation
8859,Action
8860,Shooter
8861,Sports
8862,Platform
8863,Sports
8864,Platform
8865,Adventure
8866,Fighting
8867,Role-Playing
8868,Sports
8869,Action
8870,Simulation
8871,Action
8872,Fighting
8873,Racing
8874,Role-Playing
8875,Adventure
8876,Sports
8877,Puzzle
8878,Action
8879,Shooter
8880,Racing
8881,Shooter
8882,Action
8883,Sports
8884,Shooter
8885,Action
8886,Puzzle
8887,Action
8888,Misc
8889,Strategy
8890,Sports
8891,Action
8892,Sports
8893,Sports
8894,Racing
8895,Action
8896,Racing
8897,Action
8898,Misc
8899,Simulation
8900,Adventure
8901,Misc
8902,Fighting
8903,Misc
8904,Fighting
8905,Role-Playing
8906,Shooter
8907,Racing
8908,Action
8909,Adventure
8910,Fighting
8911,Action
8912,Fighting
8913,Sports
8914,Puzzle
8915,Sports
8916,Puzzle
8917,Sports
8918,Adventure
8919,Sports
8920,Misc
8921,Shooter
8922,Action
8923,Action
8924,Adventure
8925,Sports
8926,Platform
8927,Adventure
8928,Simulation
8929,Role-Playing
8930,Racing
8931,Sports
8932,Misc
8933,Action
8934,Misc
8935,Fighting
8936,Sports
8937,Action
8938,Racing
8939,Action
8940,Racing
8941,Platform
8942,Strategy
8943,Adventure
8944,Platform
8945,Simulation
8946,Action
8947,Adventure
8948,Action
8949,Role-Playing
8950,Sports
8951,Role-Playing
8952,Sports
8953,Platform
8954,Action
8955,Shooter
8956,Role-Playing
8957,Adventure
8958,Shooter
8959,Misc
8960,Role-Playing
8961,Platform
8962,Shooter
8963,Sports
8964,Misc
8965,Misc
8966,Sports
8967,Sports
8968,Racing
8969,Misc
8970,Shooter
8971,Simulation
8972,Action
8973,Racing
8974,Misc
8975,Role-Playing
8976,Racing
8977,Role-Playing
8978,Misc
8979,Sports
8980,Puzzle
8981,Sports
8982,Fighting
8983,Misc
8984,Role-Playing
8985,Racing
8986,Strategy
8987,Misc
8988,Fighting
8989,Role-Playing
8990,Action
8991,Action
8992,Action
8993,Shooter
8994,Sports
8995,Role-Playing
8996,Action
8997,Role-Playing
8998,Role-Playing
8999,Platform
9000,Adventure
9001,Fighting
9002,Misc
9003,Action
9004,Sports
9005,Racing
9006,Role-Playing
9007,Platform
9008,Puzzle
9009,Sports
9010,Action
9011,Role-Playing
9012,Sports
9013,Shooter
9014,Action
9015,Adventure
9016,Strategy
9017,Platform
9018,Action
9019,Action
9020,Action
9021,Simulation
9022,Puzzle
9023,Racing
9024,Adventure
9025,Role-Playing
9026,Action
9027,Action
9028,Action
9029,Platform
9030,Role-Playing
9031,Action
9032,Misc
9033,Racing
9034,Action
9035,Platform
9036,Action
9037,Role-Playing
9038,Puzzle
9039,Action
9040,Fighting
9041,Racing
9042,Misc
9043,Adventure
9044,Action
9045,Adventure
9046,Role-Playing
9047,Action
9048,Shooter
9049,Racing
9050,Action
9051,Action
9052,Simulation
9053,Misc
9054,Role-Playing
9055,Puzzle
9056,Action
9057,Strategy
9058,Racing
9059,Action
9060,Strategy
9061,Misc
9062,Sports
9063,Platform
9064,Shooter
9065,Sports
9066,Fighting
9067,Role-Playing
9068,Racing
9069,Fighting
9070,Sports
9071,Role-Playing
9072,Adventure
9073,Action
9074,Misc
9075,Simulation
9076,Role-Playing
9077,Action
9078,Role-Playing
9079,Sports
9080,Sports
9081,Role-Playing
9082,Action
9083,Simulation
9084,Role-Playing
9085,Misc
9086,Role-Playing
9087,Shooter
9088,Action
9089,Role-Playing
9090,Action
9091,Misc
9092,Role-Playing
9093,Racing
9094,Action
9095,Fighting
9096,Action
9097,Role-Playing
9098,Fighting
9099,Shooter
9100,Puzzle
9101,Sports
9102,Role-Playing
9103,Sports
9104,Sports
9105,Action
9106,Adventure
9107,Action
9108,Action
9109,Role-Playing
9110,Role-Playing
9111,Action
9112,Platform
9113,Action
9114,Action
9115,Puzzle
9116,Adventure
9117,Platform
9118,Racing
9119,Simulation
9120,Action
9121,Shooter
9122,Action
9123,Sports
9124,Adventure
9125,Role-Playing
9126,Racing
9127,Strategy
9128,Action
9129,Sports
9130,Sports
9131,Adventure
9132,Racing
9133,Action
9134,Simulation
9135,Fighting
9136,Platform
9137,Platform
9138,Action
9139,Role-Playing
9140,Strategy
9141,Action
9142,Sports
9143,Shooter
9144,Strategy
9145,Action
9146,Action
9147,Sports
9148,Sports
9149,Misc
9150,Role-Playing
9151,Misc
9152,Role-Playing
9153,Action
9154,Racing
9155,Sports
9156,Role-Playing
9157,Action
9158,Role-Playing
9159,Fighting
9160,Fighting
9161,Misc
9162,Shooter
9163,Sports
9164,Shooter
9165,Adventure
9166,Fighting
9167,Sports
9168,Sports
9169,Adventure
9170,Simulation
9171,Platform
9172,Action
9173,Puzzle
9174,Racing
9175,Action
9176,Action
9177,Fighting
9178,Action
9179,Action
9180,Racing
9181,Adventure
9182,Action
9183,Adventure
9184,Role-Playing
9185,Misc
9186,Action
9187,Sports
9188,Platform
9189,Sports
9190,Strategy
9191,Adventure
9192,Sports
9193,Sports
9194,Action
9195,Action
9196,Misc
9197,Sports
9198,Fighting
9199,Adventure
9200,Misc
9201,Shooter
9202,Action
9203,Misc
9204,Platform
9205,Action
9206,Platform
9207,Misc
9208,Action
9209,Simulation
9210,Adventure
9211,Sports
9212,Fighting
9213,Action
9214,Sports
9215,Racing
9216,Sports
9217,Puzzle
9218,Strategy
9219,Action
9220,Fighting
9221,Misc
9222,Misc
9223,Adventure
9224,Role-Playing
9225,Adventure
9226,Platform
9227,Fighting
9228,Sports
9229,Misc
9230,Action
9231,Misc
9232,Simulation
9233,Sports
9234,Misc
9235,Sports
9236,Racing
9237,Misc
9238,Racing
9239,Action
9240,Sports
9241,Shooter
9242,Role-Playing
9243,Action
9244,Puzzle
9245,Sports
9246,Puzzle
9247,Puzzle
9248,Role-Playing
9249,Simulation
9250,Misc
9251,Misc
9252,Action
9253,Puzzle
9254,Racing
9255,Action
9256,Misc
9257,Action
9258,Shooter
9259,Racing
9260,Sports
9261,Fighting
9262,Fighting
9263,Action
9264,Adventure
9265,Shooter
9266,Misc
9267,Misc
9268,Action
9269,Action
9270,Adventure
9271,Simulation
9272,Action
9273,Sports
9274,Misc
9275,Puzzle
9276,Racing
9277,Strategy
9278,Role-Playing
9279,Simulation
9280,Racing
9281,Puzzle
9282,Strategy
9283,Misc
9284,Puzzle
9285,Racing
9286,Puzzle
9287,Sports
9288,Sports
9289,Racing
9290,Sports
9291,Role-Playing
9292,Misc
9293,Sports
9294,Role-Playing
9295,Sports
9296,Misc
9297,Sports
9298,Simulation
9299,Racing
9300,Strategy
9301,Action
9302,Shooter
9303,Puzzle
9304,Platform
9305,Fighting
9306,Shooter
9307,Action
9308,Role-Playing
9309,Misc
9310,Action
9311,Sports
9312,Platform
9313,Shooter
9314,Simulation
9315,Sports
9316,Shooter
9317,Sports
9318,Misc
9319,Shooter
9320,Action
9321,Sports
9322,Sports
9323,Adventure
9324,Sports
9325,Strategy
9326,Fighting
9327,Role-Playing
9328,Action
9329,Sports
9330,Misc
9331,Misc
9332,Shooter
9333,Racing
9334,Misc
9335,Sports
9336,Role-Playing
9337,Shooter
9338,Strategy
9339,Action
9340,Action
9341,Platform
9342,Adventure
9343,Sports
9344,Sports
9345,Role-Playing
9346,Platform
9347,Action
9348,Action
9349,Sports
9350,Misc
9351,Misc
9352,Action
9353,Action
9354,Role-Playing
9355,Sports
9356,Fighting
9357,Misc
9358,Sports
9359,Sports
9360,Misc
9361,Puzzle
9362,Platform
9363,Misc
9364,Misc
9365,Role-Playing
9366,Racing
9367,Strategy
9368,Simulation
9369,Platform
9370,Fighting
9371,Action
9372,Action
9373,Action
9374,Action
9375,Role-Playing
9376,Action
9377,Misc
9378,Role-Playing
9379,Fighting
9380,Action
9381,Misc
9382,Action
9383,Role-Playing
9384,Role-Playing
9385,Sports
9386,Misc
9387,Role-Playing
9388,Sports
9389,Role-Playing
9390,Platform
9391,Shooter
9392,Action
9393,Sports
9394,Sports
9395,Sports
9396,Sports
9397,Racing
9398,Shooter
9399,Action
9400,Misc
9401,Misc
9402,Platform
9403,Racing
9404,Action
9405,Role-Playing
9406,Shooter
9407,Sports
9408,Adventure
9409,Sports
9410,Adventure
9411,Misc
9412,Simulation
9413,Action
9414,Strategy
9415,Sports
9416,Role-Playing
9417,Fighting
9418,Action
9419,Action
9420,Fighting
9421,Action
9422,Sports
9423,Action
9424,Sports
9425,Action
9426,Adventure
9427,Sports
9428,Platform
9429,Role-Playing
9430,Action
9431,Action
9432,Racing
9433,Sports
9434,Strategy
9435,Misc
9436,Misc
9437,Platform
9438,Adventure
9439,Shooter
9440,Action
9441,Sports
9442,Misc
9443,Adventure
9444,Shooter
9445,Shooter
9446,Sports
9447,Role-Playing
9448,Adventure
9449,Role-Playing
9450,Adventure
9451,Sports
9452,Platform
9453,Shooter
9454,Sports
9455,Fighting
9456,Role-Playing
9457,Platform
9458,Action
9459,Misc
9460,Racing
9461,Racing
9462,Strategy
9463,Role-Playing
9464,Misc
9465,Sports
9466,Platform
9467,Misc
9468,Simulation
9469,Simulation
9470,Shooter
9471,Sports
9472,Simulation
9473,Misc
9474,Racing
9475,Fighting
9476,Role-Playing
9477,Fighting
9478,Role-Playing
9479,Simulation
9480,Role-Playing
9481,Shooter
9482,Sports
9483,Platform
9484,Misc
9485,Sports
9486,Action
9487,Misc
9488,Racing
9489,Sports
9490,Strategy
9491,Action
9492,Racing
9493,Adventure
9494,Platform
9495,Shooter
9496,Racing
9497,Sports
9498,Simulation
9499,Misc
9500,Action
9501,Strategy
9502,Sports
9503,Action
9504,Sports
9505,Sports
9506,Racing
9507,Platform
9508,Action
9509,Action
9510,Fighting
9511,Shooter
9512,Misc
9513,Adventure
9514,Action
9515,Racing
9516,Fighting
9517,Sports
9518,Strategy
9519,Simulation
9520,Puzzle
9521,Platform
9522,Simulation
9523,Misc
9524,Puzzle
9525,Shooter
9526,Action
9527,Misc
9528,Shooter
9529,Shooter
9530,Platform
9531,Puzzle
9532,Misc
9533,Action
9534,Role-Playing
9535,Misc
9536,Puzzle
9537,Shooter
9538,Sports
9539,Sports
9540,Action
9541,Role-Playing
9542,Action
9543,Role-Playing
9544,Puzzle
9545,Sports
9546,Misc
9547,Misc
9548,Role-Playing
9549,Action
9550,Platform
9551,Role-Playing
9552,Action
9553,Racing
9554,Sports
9555,Action
9556,Action
9557,Racing
9558,Shooter
9559,Sports
9560,Fighting
9561,Puzzle
9562,Action
9563,Shooter
9564,Sports
9565,Action
9566,Role-Playing
9567,Shooter
9568,Platform
9569,Misc
9570,Sports
9571,Action
9572,Action
9573,Platform
9574,Racing
9575,Action
9576,Action
9577,Action
9578,Action
9579,Misc
9580,Simulation
9581,Platform
9582,Shooter
9583,Action
9584,Action
9585,Misc
9586,Action
9587,Sports
9588,Sports
9589,Strategy
9590,Sports
9591,Sports
9592,Misc
9593,Action
9594,Action
9595,Racing
9596,Misc
9597,Puzzle
9598,Simulation
9599,Adventure
9600,Sports
9601,Racing
9602,Action
9603,Racing
9604,Simulation
9605,Misc
9606,Misc
9607,Sports
9608,Simulation
9609,Sports
9610,Adventure
9611,Sports
9612,Adventure
9613,Racing
9614,Fighting
9615,Platform
9616,Adventure
9617,Sports
9618,Platform
9619,Role-Playing
9620,Role-Playing
9621,Platform
9622,Platform
9623,Racing
9624,Puzzle
9625,Racing
9626,Action
9627,Role-Playing
9628,Misc
9629,Action
9630,Sports
9631,Strategy
9632,Action
9633,Sports
9634,Adventure
9635,Misc
9636,Racing
9637,Shooter
9638,Strategy
9639,Role-Playing
9640,Action
9641,Misc
9642,Shooter
9643,Action
9644,Role-Playing
9645,Racing
9646,Sports
9647,Shooter
9648,Shooter
9649,Fighting
9650,Sports
9651,Shooter
9652,Shooter
9653,Role-Playing
9654,Shooter
9655,Fighting
9656,Sports
9657,Shooter
9658,Sports
9659,Simulation
9660,Racing
9661,Platform
9662,Role-Playing
9663,Action
9664,Sports
9665,Adventure
9666,Action
9667,Platform
9668,Sports
9669,Simulation
9670,Platform
9671,Racing
9672,Sports
9673,Action
9674,Fighting
9675,Fighting
9676,Racing
9677,Misc
9678,Action
9679,Role-Playing
9680,Puzzle
9681,Sports
9682,Action
9683,Strategy
9684,Adventure
9685,Action
9686,Action
9687,Strategy
9688,Simulation
9689,Shooter
9690,Simulation
9691,Action
9692,Action
9693,Action
9694,Racing
9695,Fighting
9696,Shooter
9697,Adventure
9698,Action
9699,Puzzle
9700,Fighting
9701,Racing
9702,Shooter
9703,Misc
9704,Fighting
9705,Sports
9706,Action
9707,Sports
9708,Platform
9709,Role-Playing
9710,Misc
9711,Adventure
9712,Puzzle
9713,Sports
9714,Role-Playing
9715,Action
9716,Action
9717,Simulation
9718,Strategy
9719,Fighting
9720,Adventure
9721,Puzzle
9722,Action
9723,Fighting
9724,Action
9725,Puzzle
9726,Strategy
9727,Role-Playing
9728,Action
9729,Action
9730,Platform
9731,Racing
9732,Role-Playing
9733,Platform
9734,Racing
9735,Puzzle
9736,Misc
9737,Fighting
9738,Role-Playing
9739,Role-Playing
9740,Adventure
9741,Sports
9742,Adventure
9743,Shooter
9744,Strategy
9745,Role-Playing
9746,Puzzle
9747,Fighting
9748,Racing
9749,Racing
9750,Sports
9751,Strategy
9752,Shooter
9753,Strategy
9754,Puzzle
9755,Action
9756,Sports
9757,Shooter
9758,Role-Playing
9759,Misc
9760,Platform
9761,Shooter
9762,Action
9763,Action
9764,Action
9765,Adventure
9766,Racing
9767,Misc
9768,Racing
9769,Adventure
9770,Action
9771,Platform
9772,Action
9773,Platform
9774,Adventure
9775,Simulation
9776,Role-Playing
9777,Sports
9778,Action
9779,Shooter
9780,Shooter
9781,Strategy
9782,Role-Playing
9783,Action
9784,Misc
9785,Sports
9786,Fighting
9787,Racing
9788,Puzzle
9789,Adventure
9790,Sports
9791,Misc
9792,Racing
9793,Misc
9794,Fighting
9795,Role-Playing
9796,Adventure
9797,Racing
9798,Adventure
9799,Role-Playing
9800,Platform
9801,Puzzle
9802,Simulation
9803,Action
9804,Platform
9805,Action
9806,Platform
9807,Strategy
9808,Sports
9809,Fighting
9810,Action
9811,Misc
9812,Simulation
9813,Action
9814,Simulation
9815,Action
9816,Misc
9817,Sports
9818,Sports
9819,Platform
9820,Platform
9821,Simulation
9822,Fighting
9823,Adventure
9824,Role-Playing
9825,Puzzle
9826,Sports
9827,Puzzle
9828,Platform
9829,Action
9830,Role-Playing
9831,Sports
9832,Racing
9833,Racing
9834,Sports
9835,Strategy
9836,Racing
9837,Action
9838,Fighting
9839,Role-Playing
9840,Racing
9841,Action
9842,Misc
9843,Sports
9844,Platform
9845,Racing
9846,Role-Playing
9847,Strategy
9848,Racing
9849,Platform
9850,Misc
9851,Shooter
9852,Misc
9853,Action
9854,Racing
9855,Strategy
9856,Strategy
9857,Misc
9858,Sports
9859,Puzzle
9860,Role-Playing
9861,Adventure
9862,Racing
9863,Misc
9864,Misc
9865,Sports
9866,Misc
9867,Role-Playing
9868,Sports
9869,Role-Playing
9870,Sports
9871,Misc
9872,Sports
9873,Shooter
9874,Platform
9875,Fighting
9876,Sports
9877,Sports
9878,Platform
9879,Sports
9880,Action
9881,Racing
9882,Misc
9883,Platform
9884,Misc
9885,Shooter
9886,Racing
9887,Action
9888,Sports
9889,Shooter
9890,Sports
9891,Shooter
9892,Adventure
9893,Misc
9894,Fighting
9895,Action
9896,Sports
9897,Strategy
9898,Sports
9899,Racing
9900,Misc
9901,Fighting
9902,Action
9903,Fighting
9904,Simulation
9905,Simulation
9906,Role-Playing
9907,Action
9908,Puzzle
9909,Sports
9910,Shooter
9911,Role-Playing
9912,Sports
9913,Adventure
9914,Racing
9915,Shooter
9916,Fighting
9917,Shooter
9918,Sports
9919,Puzzle
9920,Action
9921,Fighting
9922,Strategy
9923,Action
9924,Adventure
9925,Shooter
9926,Action
9927,Shooter
9928,Misc
9929,Simulation
9930,Racing
9931,Sports
9932,Action
9933,Action
9934,Racing
9935,Fighting
9936,Shooter
9937,Adventure
9938,Misc
9939,Adventure
9940,Action
9941,Sports
9942,Racing
9943,Adventure
9944,Action
9945,Action
9946,Role-Playing
9947,Action
9948,Adventure
9949,Puzzle
9950,Role-Playing
9951,Action
9952,Sports
9953,Misc
9954,Puzzle
9955,Action
9956,Action
9957,Puzzle
9958,Role-Playing
9959,Action
9960,Shooter
9961,Sports
9962,Action
9963,Adventure
9964,Role-Playing
9965,Sports
9966,Role-Playing
9967,Platform
9968,Racing
9969,Action
9970,Action
9971,Adventure
9972,Role-Playing
9973,Misc
9974,Simulation
9975,Action
9976,Adventure
9977,Misc
9978,Simulation
9979,Adventure
9980,Strategy
9981,Misc
9982,Role-Playing
9983,Action
9984,Sports
9985,Action
9986,Sports
9987,Fighting
9988,Sports
9989,Puzzle
9990,Shooter
9991,Role-Playing
9992,Racing
9993,Misc
9994,Sports
9995,Action
9996,Action
9997,Shooter
9998,Racing
9999,Adventure
10000,Action
10001,Fighting
10002,Role-Playing
10003,Misc
10004,Sports
10005,Racing
10006,Strategy
10007,Strategy
10008,Strategy
10009,Racing
10010,Shooter
10011,Racing
10012,Racing
10013,Misc
10014,Misc
10015,Platform
10016,Sports
10017,Puzzle
10018,Sports
10019,Fighting
10020,Role-Playing
10021,Action
10022,Role-Playing
10023,Adventure
10024,Action
10025,Role-Playing
10026,Misc
10027,Action
10028,Sports
10029,Shooter
10030,Role-Playing
10031,Sports
10032,Misc
10033,Misc
10034,Simulation
10035,Shooter
10036,Fighting
10037,Sports
10038,Fighting
10039,Sports
10040,Racing
10041,Action
10042,Sports
10043,Misc
10044,Shooter
10045,Fighting
10046,Shooter
10047,Strategy
10048,Sports
10049,Adventure
10050,Sports
10051,Sports
10052,Action
10053,Adventure
10054,Action
10055,Misc
10056,Role-Playing
10057,Misc
10058,Strategy
10059,Puzzle
10060,Action
10061,Role-Playing
10062,Action
10063,Misc
10064,Misc
10065,Sports
10066,Strategy
10067,Shooter
10068,Sports
10069,Adventure
10070,Sports
10071,Action
10072,Action
10073,Misc
10074,Action
10075,Action
10076,Racing
10077,Racing
10078,Adventure
10079,Misc
10080,Fighting
10081,Role-Playing
10082,Misc
10083,Fighting
10084,Shooter
10085,Shooter
10086,Action
10087,Adventure
10088,Action
10089,Sports
10090,Role-Playing
10091,Sports
10092,Action
10093,Action
10094,Misc
10095,Racing
10096,Shooter
10097,Simulation
10098,Puzzle
10099,Action
10100,Action
10101,Action
10102,Strategy
10103,Puzzle
10104,Sports
10105,Misc
10106,Sports
10107,Racing
10108,Sports
10109,Action
10110,Simulation
10111,Sports
10112,Shooter
10113,Shooter
10114,Action
10115,Platform
10116,Adventure
10117,Shooter
10118,Misc
10119,Sports
10120,Sports
10121,Action
10122,Shooter
10123,Adventure
10124,Shooter
10125,Adventure
10126,Fighting
10127,Fighting
10128,Puzzle
10129,Simulation
10130,Sports
10131,Action
10132,Misc
10133,Simulation
10134,Strategy
10135,Sports
10136,Action
10137,Adventure
10138,Platform
10139,Adventure
10140,Role-Playing
10141,Fighting
10142,Sports
10143,Misc
10144,Misc
10145,Strategy
10146,Simulation
10147,Misc
10148,Adventure
10149,Platform
10150,Platform
10151,Adventure
10152,Fighting
10153,Racing
10154,Action
10155,Action
10156,Adventure
10157,Shooter
10158,Sports
10159,Shooter
10160,Racing
10161,Action
10162,Strategy
10163,Simulation
10164,Misc
10165,Platform
10166,Action
10167,Racing
10168,Action
10169,Action
10170,Adventure
10171,Misc
10172,Fighting
10173,Sports
10174,Role-Playing
10175,Action
10176,Adventure
10177,Platform
10178,Shooter
10179,Adventure
10180,Strategy
10181,Misc
10182,Misc
10183,Sports
10184,Racing
10185,Action
10186,Sports
10187,Action
10188,Action
10189,Platform
10190,Role-Playing
10191,Sports
10192,Role-Playing
10193,Action
10194,Action
10195,Action
10196,Misc
10197,Adventure
10198,Misc
10199,Misc
10200,Racing
10201,Shooter
10202,Simulation
10203,Role-Playing
10204,Misc
10205,Action
10206,Action
10207,Puzzle
10208,Action
10209,Simulation
10210,Shooter
10211,Simulation
10212,Action
10213,Racing
10214,Misc
10215,Fighting
10216,Adventure
10217,Action
10218,Sports
10219,Platform
10220,Simulation
10221,Platform
10222,Racing
10223,Action
10224,Racing
10225,Action
10226,Action
10227,Misc
10228,Adventure
10229,Fighting
10230,Action
10231,Fighting
10232,Shooter
10233,Role-Playing
10234,Action
10235,Simulation
10236,Adventure
10237,Role-Playing
10238,Action
10239,Sports
10240,Adventure
10241,Sports
10242,Puzzle
10243,Platform
10244,Action
10245,Adventure
10246,Action
10247,Action
10248,Shooter
10249,Misc
10250,Adventure
10251,Action
10252,Racing
10253,Misc
10254,Action
10255,Sports
10256,Sports
10257,Fighting
10258,Racing
10259,Racing
10260,Action
10261,Sports
10262,Puzzle
10263,Adventure
10264,Simulation
10265,Platform
10266,Fighting
10267,Role-Playing
10268,Platform
10269,Action
10270,Role-Playing
10271,Action
10272,Sports
10273,Fighting
10274,Role-Playing
10275,Simulation
10276,Action
10277,Puzzle
